track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
it's a wrap - sped up,mariah carey,it's a wrap,,,,,,,,,,,,35004403.0,,,,2693255753.0,2450912.0,2023-02-10,309650224.0
never be lonely,jax jones,never be lonely,,,,,,,,,,,,27715232.0,10646067.0,88249.0,,,,2024-02-09,
"give me everything (feat. ne-yo, afrojack & nayer)",pitbull,greatest hits,,,,,,,,,,,,1164166623.0,1332702041.0,6176607.0,,225165270.0,142435.0,2009-01-01,20425129.0
spit in my face!,thxsomch,spit in my face! - single,,,,,,,,,,,,519330096.0,255558.0,3748.0,,,,2022-12-20,
iko iko (my bestie),justin wellington,iko iko (feat. small jam),,,,,,,,,,,,314672402.0,203831150.0,1327160.0,,3345046787.0,2909294.0,2019-06-03,336713853.0
beat of your heart,purple disco machine,beat of your heart - single,,,,,,,,,,,,21179750.0,7849267.0,75556.0,,,,2024-01-26,
low life,future,evol,,,,,,,,,,,,884825594.0,838504706.0,3635933.0,,39734161.0,14065.0,2016-02-12,3965043.0
oi erro - ao vivo,simone mendes,oi erro (ao vivo),,,,,,,,,,,,23883628.0,341471782.0,1328954.0,,5358634.0,,2023-03-24,450726.0
"these days (feat. jess glynne, macklemore & dan caplen)",rudimental,"these days (feat. jess glynne, macklemore & dan caplen)",,,,,,,,,,,,1124147912.0,705027078.0,3320463.0,,202227585.0,718998.0,2018-01-19,18900715.0
been like this,meghan trainor,been like this,,,,,,,,,,,,44441672.0,6534998.0,164262.0,,95682600.0,,2024-03-14,7764642.0
rich baby daddy (feat. sexyy red & sza),drake,for all the dogs,,,,,,,,,,,,372248119.0,,,,,,2023-10-06,
light it up (feat. nyla & fuse odg) [remix],major lazer,peace is the mission,,,,,,,,,,,,1293191157.0,606547382.0,4505365.0,,19401692.0,5601.0,2015-05-29,1739806.0
the weekend - funk wav remix,sza,the weekend (funk wav remix),,,,,,,,,,,,463298197.0,,,,615951784.0,10092900.0,2017-12-15,57608178.0
un coco,bad bunny,un verano sin ti,,,,,,,,,,,,534736940.0,243635144.0,1460980.0,,327984369.0,35000.0,2022-05-06,53470902.0
tutu,camilo,tutu,,,,,,,,,,,,594224324.0,903046839.0,6893168.0,,140587874.0,691299.0,2019-08-09,11745148.0
tadow,masego,tadow,,,,,,,,,,,,475786302.0,587498816.0,5883117.0,,1965697775.0,1017927.0,2017-10-06,267389439.0
heart like a truck,lainey wilson,heart like a truck,,,,,,,,,,,,156975001.0,96079749.0,597275.0,,313652545.0,192794.0,2022-05-20,29435568.0
honey boy (feat. nile rodgers & shenseea),purple disco machine,honey boy (feat. nile rodgers & shenseea) - single,,,,,,,,,,,,19468909.0,1130001.0,20708.0,,,,2024-05-03,
creeper star,leo walrus,creeper star,,,,,,,,,,,,,445360465.0,369291.0,,541.0,1.0,2022-11-29,25.0
ya acabo,marca mp,"dev, vol. 2",,,,,,,,,,,,340744110.0,616701633.0,3072699.0,,229127001.0,148099.0,2021-02-19,24444067.0
love you so,the king khan & bbq show,the king khan & bbq show,,,,,,,,,,,,16326628.0,7603329.0,122780.0,,214843956590.0,35323801.0,2005-01-01,18422696340.0
dogtooth,"tyler, the creator",dogtooth,,,,,,,,,,,,141377619.0,20493982.0,566751.0,,4036849.0,2021.0,2023-03-27,802527.0
all too well (10 minute version) (taylor's version) (from the vault),taylor swift,red (taylor's version),,,,,,,,,,,,842558786.0,290178261.0,6813320.0,,743331968.0,169911.0,2021-11-12,110877621.0
"srivalli (from ""pushpa the rise part - 01"")",javed ali,"srivalli (from ""pushpa the rise part - 01"")",,,,,,,,,,,,125396685.0,672837687.0,6059733.0,,,,2021-12-14,
go back (feat. julia church),john summit,go back (feat. julia church),,,,,,,,,,,,12724701.0,,,,,,2024-05-16,
did it again,lil tecca,did it again,,,,,,,,,,,,440181206.0,109575448.0,1082713.0,,7112170.0,3157.0,2019-07-24,795005.0
"quï¿½ï¿½tenme el telï¿½ï¿½fono (feat. yandel, jay",the academy: segunda misiï¿½,the academy: segunda misiï¿½,,,,,,,,,,,,39876490.0,22359938.0,133504.0,,,,2024-03-28,
"kalaastar (from ""honey 3.0"")",yo yo honey singh,"kalaastar (from ""honey 3.0"") - single",,,,,,,,,,,,31193454.0,174795453.0,9673740.0,,,,2023-10-15,
"tshwala bam (feat. s.n.e, eeque)",titom,"tshwala bam (feat. s.n.e, eeque)",,,,,,,,,,,,30674267.0,52613580.0,674511.0,,934535152.0,,2024-02-23,64953911.0
firestone,kygo,running hits - 2015.02,,,,,,,,,,,,1106264600.0,1040406066.0,4527957.0,,44057930.0,19634.0,2015-02-09,5987576.0
cheap thrills,sia,this is acting,,,,,,,,,,,,699374947.0,1299039980.0,8755006.0,,6409931590.0,1070394.0,2016-01-29,403707523.0
gossip (feat. tom morello),mï¿½ï¿½ne,gossip (feat. tom morello),,,,,,,,,,,,239288183.0,56033826.0,823483.0,,206096023.0,274300.0,2023-01-13,20568859.0
meridian,dave,meridian,,,,,,,,,,,,81911061.0,56777570.0,494663.0,,106000587.0,43903.0,2023-08-24,8852635.0
ten by ten,carrier,lazy mechanics,,,,,,,,,,,,2265.0,374193651.0,1023665.0,,,,2023-02-24,
ýýýýýýýýýýýý,anna asti,ýýýýýýýýýýýý,,,,,,,,,,,,17080355.0,203425864.0,773896.0,,33547289.0,31300.0,2023-07-14,2959139.0
lou lou,gabito ballesteros,lou lou - single,,,,,,,,,,,,242519709.0,49878848.0,310358.0,,79422764.0,48600.0,2023-10-21,7116059.0
dangerous woman,ariana grande,dangerous woman,,,,,,,,,,,,1120622892.0,1005463648.0,10636477.0,,533969522.0,1235857.0,2016-03-11,67641088.0
on,bts,map of the soul : 7,,,,,,,,,,,,452491920.0,945639729.0,27589023.0,,359662248.0,216482.0,2020-02-21,65951308.0
problem,ariana grande,the edge (mixed by g-wizard & dj nino brown),,,,,,,,,,,,863631428.0,1514451986.0,7876147.0,,108204850.0,10083.0,2014-01-01,14796760.0
supermodel,mï¿½ï¿½ne,supermodel,,,,,,,,,,,,308183607.0,29232672.0,460660.0,,401636873.0,145290.0,2022-05-13,31480770.0
don't call me up,mabel,ivy to roses (mixtape),,,,,,,,,,,,1016283394.0,460509010.0,3376276.0,,45585575.0,37205.0,2019-01-18,3774501.0
bodak yellow,cardi b,bodak yellow,,,,,,,,,,,,894360950.0,73078701.0,913440.0,,324949762.0,2055066.0,2017-06-16,42674347.0
latch,disclosure,settle,,,,,,,,,,,,1017438306.0,569083040.0,3417150.0,,568058521.0,202721.0,2013-01-01,80786067.0
mourning,post malone,mourning,,,,,,,,,,,,160305133.0,51153469.0,760977.0,,44574455.0,7354.0,2023-05-19,3026171.0
300 noches,belinda,300 noches,,,,,,,,,,,,51637997.0,17476503.0,309492.0,,,,2024-04-25,
how do you sleep?,sam smith,how do you sleep?,,,,,,,,,,,,972593978.0,489662988.0,4540879.0,,36540464.0,29484.0,2019-07-19,5267198.0
baixo,xxanteria,baixo,,,,,,,,,,,,101938916.0,65544713.0,996619.0,,613007025.0,385086.0,2023-09-19,61673120.0
asylum,olivetheboy,avana (deluxe),,,,,,,,,,,,4792243.0,3218219.0,32702.0,,67702628.0,426600.0,2024-03-01,5937072.0
american boy (no rap version),estelle,american boy (remixes 2024) - single,,,,,,,,,,,,12102307.0,,,,,,2024-05-22,
ceilings,lizzy mcalpine,five seconds flat,,,,,,,,,,,,540382129.0,33922247.0,572580.0,,2631370364.0,681271.0,2022-04-08,330884076.0
love on the brain,rihanna,anti (deluxe),,,,,,,,,,,,1480311407.0,1013766482.0,4126099.0,,2054878.0,324.0,2016-01-28,755438.0
hibiki,bad bunny,nadie sabe lo que va a pasar maï¿½ï¿,,,,,,,,,,,,160821035.0,30126694.0,416875.0,,185582.0,,2023-10-13,17020.0
gatitas sandungueras vol.1,alvaro diaz,gatitas sandungueras vol.1,,,,,,,,,,,,41517704.0,2080156.0,61973.0,,,,2024-05-16,
gangsta's paradise,coolio,gangsta's paradise (25th anniversary - remastered),,,,,,,,,,,,1675750095.0,,,,,,2020-09-25,
broccoli (feat. lil yachty),dram,broccoli (feat. lil yachty) - single,,,,,,,,,,,,849055927.0,464235914.0,3109287.0,,214959368.0,79224.0,2016-04-06,41047197.0
lost!,rm,"right place, wrong person",,,,,,,,,,,,31453044.0,8834117.0,1274824.0,,,,2024-05-24,
stay (with alessia cara),zedd,stay,,,,,,,,,,,,1224136357.0,545665182.0,3985831.0,,137040499.0,284610.0,2017-02-23,21865997.0
yung bratz,xxxtentacion,revenge,,,,,,,,,,,,442472374.0,99029913.0,1622141.0,,437018233.0,469276.0,2017-05-16,58969522.0
"saami saami (from ""pushpa the rise part - 01"")",sunidhi chauhan,"saami saami (from ""pushpa the rise part - 01"")",,,,,,,,,,,,50831625.0,684136410.0,3996864.0,,,,2021-12-13,
facas - ao vivo,diego & victor hugo,diego & victor hugo ao vivo em sï¿½ï¿½o paulo vo,,,,,,,,,,,,278318.0,526506814.0,2040196.0,,61675.0,9.0,2022-08-04,3218.0
thoda thoda pyaar,stebin ben,thoda thoda pyaar,,,,,,,,,,,,122853878.0,873576528.0,7386664.0,,,,2021-02-12,
black and yellow,wiz khalifa,black and yellow,,,,,,,,,,,,636986949.0,1110450147.0,6467597.0,,5188475.0,4371.0,2010-09-14,347404.0
skeu skeu (speed up),jogga,skeu skeu (speed up) (feat. wilsko & 7ia) - single,,,,,,,,,,,,18794730.0,36216795.0,317463.0,,831341566.0,921000.0,2023-09-20,75074468.0
sahara,hensonn,sahara,,,,,,,,,,,,274961162.0,196021271.0,2844570.0,,4719697686.0,506126.0,2021-11-16,381369913.0
"leke prabhu ka naam (from ""tiger 3"")",pritam,"leke prabhu ka naam (from ""tiger 3"")",,,,,,,,,,,,31783195.0,172518289.0,1926806.0,,,,2023-10-23,
yeah glo!,glorilla,yeah glo! (alternate versions),,,,,,,,,,,,89513100.0,,,,,,2024-02-08,
the search,nf,the search,,,,,,,,,,,,582823215.0,362990075.0,5824758.0,,394839659.0,250470.0,2019-05-30,44853064.0
save me (with lainey wilson),jelly roll,whitsitt chapel,,,,,,,,,,,,,,,,,,2023-06-02,
tacos gucci,anuel aa,tacos gucci - single,,,,,,,,,,,,31900914.0,61597694.0,410521.0,,,,2024-02-15,
wiggy,young miko,wiggy,,,,,,,,,,,,135841710.0,53263040.0,755107.0,,1221296456.0,417900.0,2023-07-21,106714247.0
nxde,(g)i-dle,i love,,,,,,,,,,,,242708368.0,306925934.0,3817854.0,,28580589.0,1937.0,2022-10-17,4217193.0
vaina loca,ozuna,vaina loca,,,,,,,,,,,,818413674.0,1084871772.0,3856569.0,,66017796.0,272598.0,2018-06-28,6087146.0
street runner,rod wave,street runner,,,,,,,,,,,,163921357.0,296510850.0,1746888.0,,64791187.0,55925.0,2021-03-10,13288490.0
pure water (with migos),mustard,pure water (with migos),,,,,,,,,,,,726877512.0,383840816.0,2770217.0,,126460343.0,69287.0,2019-01-16,15400639.0
ay vamos,j balvin,superventas 2015,,,,,,,,,,,,385438228.0,2103164374.0,6262143.0,,55635484.0,79200.0,2014-03-03,6897061.0
samba de malandro,mc paulin da capital,samba de malandro,,,,,,,,,,,,44365910.0,46212150.0,373922.0,,,,2024-03-14,
entre las de 20,bizarrap,entre las de 20,,,,,,,,,,,,100182006.0,16163441.0,136282.0,,,,2024-04-02,
we found love,rihanna,talk that talk (explicit),,,,,,,,,,,,1655539775.0,1438850843.0,6775048.0,,831485.0,,2011-01-01,141145.0
barbie world (with aqua) [from barbie the album],nicki minaj,barbie world (with aqua) [from barbie the album],,,,,,,,,,,,470358238.0,,,,,,2023-06-22,
shut up my moms calling,hotel ugly,shut up my moms calling - single,,,,,,,,,,,,864865822.0,119059085.0,1543311.0,,1722108635.0,391311.0,2020-02-10,189326209.0
hell n back,bakar,hell n back (sped up),,,,,,,,,,,,512194074.0,31571952.0,420306.0,,1524936587.0,349376.0,2019-08-14,182982444.0
stand by me (feat. morgan wallen),lil durk,almost healed,,,,,,,,,,,,132870060.0,27715495.0,361926.0,,62570724.0,39700.0,2023-05-26,4608976.0
wake me up (remix),nick white,dance essentials 2,,,,,,,,,,,,2300429829.0,,,,,,2022-04-01,
yaad piya ki aane lagi,neha kakkar,yaad piya ki aane lagi,,,,,,,,,,,,86910140.0,626799451.0,4573766.0,,569000341.0,4178400.0,2019-11-16,44359897.0
a-o-k,tai verdes,a-o-k,,,,,,,,,,,,389915082.0,12456282.0,162382.0,,3623326028.0,787994.0,2021-05-06,412779417.0
shotgun,george ezra,staying at tamara's,,,,,,,,,,,,930662973.0,473069489.0,2566614.0,,114370699.0,217933.0,2018-03-23,11966552.0
kiss me,dermot kennedy,songs of sonder,,,,,,,,,,,,149237160.0,60539963.0,307422.0,,52556917.0,40847.0,2022-09-02,3087705.0
coco loco,maluma,coco loco - single,,,,,,,,,,,,173609862.0,74811822.0,363158.0,,,,2023-06-08,
sunny day,matteo rossanese,sunny day,,,,,,,,,,,,5936.0,,,,14730433978.0,5914142.0,2021-05-28,1502758681.0
"high rated gabru (from ""high rated gabru"")",guru randhawa,high rated gabru,,,,,,,,,,,,37248788.0,1900711176.0,10412989.0,,,,2017-07-04,
"i spoke to the devil in miami, he said everything would be fine",xxxtentacion,look at me: the album,,,,,,,,,,,,42993944.0,7064950.0,182381.0,,6574386.0,813.0,2022-06-10,579314.0
goosebumps,hvme,goosebumps,,,,,,,,,,,,495274429.0,78671735.0,609580.0,,354473655.0,94400.0,2020-06-12,23269837.0
tï¿½ï¿½ï¿½t bï¿½ï¿½n,hana cï¿½ï¿½ï¿½m,tï¿½ï¿½ï¿½t bï¿½ï¿½n,,,,,,,,,,,,558538.0,42031.0,71.0,,557643224.0,2800023.0,2023-01-03,27762133.0
aigiri nandini,nagavalli,numinosum,,,,,,,,,,,,,392842852.0,1919579.0,,,,2023-02-10,
rolex,ayo & teo,rolex,,,,,,,,,,,,491634627.0,188680059.0,1804608.0,,541006747.0,9112818.0,2017-03-15,78533802.0
on one tonight,gunna,one of wun,,,,,,,,,,,,28658023.0,3724826.0,56851.0,,,,2024-05-10,
you & me - rivo remix,disclosure,you & me (rivo remix),,,,,,,,,,,,76959761.0,,,,,,2023-12-22,
whiskey on you,nate smith,whiskey on you - single,,,,,,,,,,,,193854805.0,24154881.0,173205.0,,35905755.0,57547.0,2022-05-06,3681829.0
nostï¿½ï¿½l,rvssian,nostï¿½ï¿½lgico - si,,,,,,,,,,,,503972431.0,169044079.0,1342959.0,,544513130.0,282700.0,2021-09-08,63965739.0
no,meghan trainor,no,,,,,,,,,,,,614050155.0,787010459.0,6661292.0,,3071891173.0,4283762.0,2016-03-04,326320402.0
hp,maluma,hp,,,,,,,,,,,,614313540.0,978997170.0,4042367.0,,48469382.0,55400.0,2019-03-01,6033109.0
i smoked away my brain (i'm god x demons mashup) (feat. imogen heap & clams casino),a$ap rocky,i smoked away my brain (i'm god x demons mashup) (feat. imogen heap & clams casino),,,,,,,,,,,,190634973.0,12371887.0,154516.0,,,,2023-08-18,
i'm a mess,bebe rexha,i'm a mess,,,,,,,,,,,,671869078.0,686180183.0,6533684.0,,184425042.0,2114156.0,2018-06-15,21963781.0
un ratito,bad bunny,un verano sin ti,,,,,,,,,,,,500671737.0,204437602.0,1398859.0,,66367676.0,17700.0,2022-05-06,8267001.0
mamaw's house,thomas rhett,mamaw's house,,,,,,,,,,,,57956846.0,,,,525525.0,,2023-09-28,60759.0
sezen aksu,lvbel c5,#1 - ep,,,,,,,,,,,,46650884.0,23179014.0,100874.0,,,,2024-04-12,
hotline (edit),billie eilish,hotline (edit),,,,,,,,,,,,366169549.0,11642653.0,461148.0,,242969046.0,41401.0,2023-05-09,33147084.0
one more night,maroon 5,overexposed track by track,,,,,,,,,,,,885944426.0,1106757714.0,4773915.0,,469737119.0,288627.0,2012-01-01,65111526.0
can we kiss forever?,kina,can we kiss forever?,,,,,,,,,,,,634333924.0,,,,7021777484.0,9900000.0,2018-08-31,607950276.0
sigue,beny jr,capï¿½ï¿½tu,,,,,,,,,,,,243125642.0,173482368.0,821531.0,,70560340.0,46000.0,2022-04-01,6590357.0
desconocidos,mau y ricky,desconocidos,,,,,,,,,,,,757001327.0,1178040262.0,4145589.0,,41170418.0,38054.0,2018-10-12,5064052.0
after party,don toliver,heaven or hell,,,,,,,,,,,,706711575.0,133159545.0,1623904.0,,1092802231.0,379039.0,2020-03-13,144853884.0
fluxxwave,clovis reyes,fluxxwave,,,,,,,,,,,,88673935.0,171113686.0,2566181.0,,332392194.0,241100.0,2023-05-07,41298885.0
we can't stop,miley cyrus,now: the hits of summer 2014,,,,,,,,,,,,970858824.0,1310779877.0,7274419.0,,343153571.0,124187.0,2013-01-01,43040615.0
buy dirt,jordan davis,buy dirt,,,,,,,,,,,,457254811.0,26485095.0,208483.0,,280557815.0,105330.0,2021-05-21,32037602.0
las morras,peso pluma,las morras,,,,,,,,,,,,253711656.0,148812952.0,859486.0,,79415641.0,21800.0,2023-04-04,6180710.0
mamichula - con nicki nicole,trueno,atrevido,,,,,,,,,,,,515582705.0,606811318.0,5460826.0,,348605056.0,201700.0,2020-07-23,49875266.0
fighting my demons,ken carson,a great chaos,,,,,,,,,,,,97155109.0,4542549.0,51897.0,,55497007.0,,2023-10-13,5842047.0
fake love,bts,love yourself ï¿½ï¿½ï¿½ 'a,,,,,,,,,,,,800203170.0,1349952981.0,25782597.0,,,,2018-08-24,
the sound of silence,disturbed,the sound of silence (cyril remix),,,,,,,,,,,,777947820.0,1442138188.0,9765818.0,,297856843.0,102483.0,2015-01-01,24598507.0
higher power,coldplay,higher power,,,,,,,,,,,,349603788.0,137534459.0,1529839.0,,343629235.0,276352.0,2021-05-07,33048101.0
the perfect girl,mareux,the perfect girl,,,,,,,,,,,,402007889.0,275482156.0,4928693.0,,2141282045.0,306798.0,2019-10-13,257157857.0
yeah! (feat. lil jon & ludacris),usher,kings of crunk (special edition),,,,,,,,,,,,1307469137.0,1200224642.0,8294174.0,,1599320816.0,416052.0,2004-01-01,131333791.0
swear to god (feat. future),tee grizzley,swear to god (feat. future),,,,,,,,,,,,7785021.0,3973551.0,90879.0,,,,2024-05-10,
prohibidox,feid,feliz cumpleaï¿½ï¿½os ferxxo te pirateamos el ï¿,,,,,,,,,,,,289624210.0,201168669.0,890146.0,,298398790.0,348887.0,2022-09-14,29953518.0
love. feat. zacari.,kendrick lamar,damn.,,,,,,,,,,,,1343672718.0,,,,221728131.0,276521.0,2017-04-14,31536387.0
joga o bum bum tam tam,mc fioti,bum bum tam tam,,,,,,,,,,,,191584138.0,1924788325.0,15940525.0,,,,2017-06-14,
montagem mysterious game,lxngvx,montagem mysterious game,,,,,,,,,,,,139208438.0,13279195.0,355386.0,,599656685.0,277600.0,2023-11-17,50901731.0
soso,omah lay,boy alone,,,,,,,,,,,,167668390.0,185746447.0,988971.0,,984682218.0,341092.0,2022-06-24,38596515.0
seda,bad bunny,nadie sabe lo que va a pasar maï¿½ï¿,,,,,,,,,,,,138855240.0,33615045.0,376469.0,,,,2023-10-13,
lace it,juice wrld,lace it (with eminem & benny blanco),,,,,,,,,,,,70180212.0,17251406.0,381254.0,,,,2023-12-16,
you say,lauren daigle,you say,,,,,,,,,,,,542480898.0,435065136.0,3809205.0,,401544074.0,236600.0,2018-07-13,53371812.0
watch the world burn,falling in reverse,watch the world burn,,,,,,,,,,,,137204273.0,105245546.0,1284515.0,,77626486.0,20400.0,2023-01-31,9349182.0
"hukum - thalaivar alappara (from ""jailer"")",anirudh ravichander,"hukum - thalaivar alappara (from ""jailer"")",,,,,,,,,,,,143053873.0,199585965.0,1829386.0,,2909357.0,,2023-07-17,175500.0
with you,ap dhillon,with you,,,,,,,,,,,,159980783.0,118381181.0,1270496.0,,21262061.0,15519.0,2023-08-11,1386029.0
humo,chencho corleone,humo - single,,,,,,,,,,,,44035743.0,25128340.0,318423.0,,,,2024-04-04,
i love it (& lil pump),kanye west,i love it - single,,,,,,,,,,,,703089599.0,761321778.0,9012438.0,,154119835.0,28477.0,2018-09-06,19087053.0
love songs - bonus,kaash paige,love songs,,,,,,,,,,,,478086665.0,121801747.0,1355380.0,,1196836319.0,3205050.0,2018-11-19,150283142.0
me atraiu - ao vivo,gabriela rocha,me atraiu (ao vivo),,,,,,,,,,,,103132095.0,224457485.0,1342976.0,,285847760.0,366475.0,2023-02-01,22029271.0
let's get fkd up,alok,let's get fkd up (feat. tribbs),,,,,,,,,,,,125445403.0,328527.0,4004.0,,,,2023-11-17,
i love you hoe (w/ 9lives),odetari,3x3,,,,,,,,,,,,160320384.0,27712131.0,449186.0,,2200000.0,,2023-07-12,182400.0
happy,nf,hope,,,,,,,,,,,,127558523.0,56328016.0,701370.0,,37060287.0,9222.0,2023-04-07,2737285.0
boombayah,blackpink,square one,,,,,,,,,,,,534374502.0,1785015062.0,18123231.0,,368912538.0,348331.0,2016-08-08,50310774.0
min awel dekika,elissa,min awel dekika,,,,,,,,,,,,24195796.0,513974720.0,3902623.0,,40801186.0,32737.0,2022-05-04,1654100.0
cï¿½ï¿½mo dormi,rels b,cï¿½ï¿½mo dormi,,,,,,,,,,,,516560181.0,110114094.0,814675.0,,544497354.0,244400.0,2022-08-04,53071916.0
my ex's best friend (with blackbear),mgk,my ex's best friend (with blackbear),,,,,,,,,,,,682383223.0,183898967.0,1760357.0,,8328967.0,2489.0,2020-08-07,713454.0
parce (feat. justin quiles),maluma,parce (feat. justin quiles),,,,,,,,,,,,423582537.0,491738603.0,2883634.0,,642003320.0,1401346.0,2020-08-20,73369804.0
ýýcuýýl es su nombre?,lucky brown,el de la nueva baby,,,,,,,,,,,,83521812.0,127280465.0,489928.0,,52933390.0,110443.0,2023-09-14,7796172.0
borro cassette,maluma,borro cassette,,,,,,,,,,,,761287318.0,1659052720.0,4919965.0,,150155845.0,198001.0,2015-06-29,36363434.0
wild thoughts,dj khaled,wild thoughts,,,,,,,,,,,,1164638213.0,27823167.0,239547.0,,86703560.0,136609.0,2017-06-16,17079390.0
l'ultima poesia,geolier,l'ultima poesia - single,,,,,,,,,,,,41788648.0,34701839.0,218997.0,,,,2024-03-22,
where are ï¿½ï¿½ now (with justin bie,jack ï¿,skrillex and diplo present jack ï¿,,,,,,,,,,,,1100392417.0,1343498789.0,7017961.0,,1292397.0,33476.0,2015-02-24,781713.0
tkn (feat. travis scott),rosalï¿½,tkn (feat. travis scott),,,,,,,,,,,,447192467.0,304553514.0,4676461.0,,1990567953.0,1600000.0,2020-05-28,229389091.0
loml,taylor swift,the tortured poets department,,,,,,,,,,,,115748552.0,9659878.0,139519.0,,,,2024-04-18,
estï¿½ï¿½ daï,ivan cornejo,alma vacï¿½,,,,,,,,,,,,263986575.0,138793735.0,1535505.0,,1575405115.0,953400.0,2021-08-20,208958147.0
in your eyes,the weeknd,after hours,,,,,,,,,,,,940914292.0,166787290.0,2132781.0,,600906044.0,455015.0,2020-03-20,53359943.0
take her home,kenny chesney,take her home - single,,,,,,,,,,,,10292715.0,2441458.0,29255.0,,725724.0,3054.0,2023-11-10,50322.0
don't wanna know (feat. kendrick lamar),maroon 5,don't wanna know,,,,,,,,,,,,946757383.0,936997565.0,5406952.0,,49143641.0,661067.0,2016-10-11,18590789.0
entra na defender,luan pereira,entra na defender,,,,,,,,,,,,68372540.0,41802961.0,232946.0,,486300.0,,2024-03-21,50978.0
falling,harry styles,fine line,,,,,,,,,,,,1225776509.0,308365869.0,5355909.0,,188148281.0,66101.0,2019-12-13,26565378.0
maps,maroon 5,todo exitos 2014 (los nï¿½ï¿½mero 1 del a,,,,,,,,,,,,1676528402.0,942734894.0,4766947.0,,152847615.0,72429.0,2014-01-01,23807742.0
